hgnc_symbol	class	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	entrez_gene_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
CLK3	N/A	CMGC	CLK	N/A	CLK	CLK3	Not found by Ethan	CLK3	1198	CDC-like kinase 3	CLK3	FLJ22858	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLK4	N/A	CMGC	CLK	N/A	CLK	CLK4	Not found by Ethan	CLK4	57396	CDC-like kinase 4	CLK4	DKFZp686A20267	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dual specificity protein kinase CLK4	protein serine threonine kinase Clk4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	CLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	CLK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSK	N/A	TK	Csk	N/A	CSK	CSK	CSK	CSK	1445	c-src tyrosine kinase	CSK	MGC117393	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MATK	N/A	TK	Csk	N/A	CSK	CTK	Not found by Jake	MATK	4145	megakaryocyte-associated tyrosine kinase	CTK	CHK	CTK	DKFZp434N1212	HHYLTK	HYL	HYLTK	Lsk	MGC1708	MGC2101	N/A	N/A	N/A	N/A	Csk-homologous kinase	Csk-type protein tyrosine kinase	HYL tyrosine kinase	hematopoietic consensus tyrosine-lacking kinase	hydroxyaryl-protein kinase	leukocyte carboxyl-terminal src kinase related gene	protein kinase HYL	tyrosine kinase MATK	tyrosine-protein kinase CTK	tyrosylprotein kinase
DAPK1	N/A	CAMK	DAPK	DAPK	DAPK	DAPK1	DAPK1	DAPK1	1612	death-associated protein kinase 1	DAPK1	DAPK	DKFZp781I035	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAPK2	N/A	CAMK	DAPK	DAPK	DAPK	DAPK2	Not found by Ethan	Not found	23604	death-associated protein kinase 2	DAPK2	DRP-1	MGC119312	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DAPK3	N/A	CAMK	DAPK	DAPK	DAPK	DAPK3	DAPK3	DAPK3	1613	death-associated protein kinase 3	DAPK3	FLJ36473	ZIP	ZIPK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ZIP kinase isoform	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK17A	N/A	CAMK	DAPK	DRAK	DAPK	DRAK1	Not found by Jake	STK17A	9263	serine/threonine kinase 17a (apoptosis-inducing)	DRAK1	DRAK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	DAP kinase-related apoptosis-inducing protein kinase 1	death-associated protein kinase-related 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STK17B	N/A	CAMK	DAPK	DRAK	DAPK	DRAK2	Not found by Jake	Not found	9262	serine/threonine kinase 17b (apoptosis-inducing)	DRAK2	DRAK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	death-associated protein kinase-related 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCAMKL1	N/A	CAMK	DCAMKL	N/A	N/A	N/A	N/A	N/A	9201	doublecortin and CaM kinase-like 1	DCLK1	DCLK	KIAA0369	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	doublecortin-like kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCAMKL2	N/A	CAMK	DCAMKL	N/A	N/A	N/A	N/A	N/A	166614	doublecortin and CaM kinase-like 2	DCLK2	DCDC3	DCK2	DKFZp761I032	MGC45428	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCAMKL3	N/A	CAMK	DCAMKL	N/A	N/A	N/A	N/A	N/A	85443	doublecortin and CaM kinase-like 3	DCLK3	KIAA1765	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DDR1	N/A	TK	DDR	N/A	DDR	DDR1	Not found by Jake	DDR1	780	"discoidin domain receptor family, member 1"	DDR1	CAK	CD167	DDR	EDDR1	MCK10	NEP	NTRK4	PTK3	PTK3A	RTK6	TRKE	N/A	N/A	PTK3A protein tyrosine kinase 3A	cell adhesion kinase	discoidin domain receptor DDR1d	discoidin receptor tyrosine kinase	epithelial discoidin domain receptor 1	mammarian carcinoma kinase 10	neuroepithelial tyrosine kinase	"neurotrophic tyrosine kinase, receptor, type 4"	N/A	N/A
DDR2	N/A	TK	DDR	N/A	DDR	DDR2	Not found by Jake	DDR2	4921	"discoidin domain receptor family, member 2"	DDR2	MIG20a	NTRKR3	TKT	TYRO10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	cell migration-inducing protein 20	"discoidin domain receptor family, member 2 precursor"	hydroxyaryl-protein kinase	migration-inducing gene 16 protein	neurotrophic tyrosine kinase receptor related 3	tyrosylprotein kinase	N/A	N/A	N/A	N/A
CIT	STK	AGC	DMPK	CRIK	DMPK	N/A	Not found by Ethan	Not found	11113	"citron (rho-interacting, serine/threonine kinase 21)"	CRIK	CRIK	KIAA0949	STK21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	citron	"rho-interacting, serine/threonine kinase 21"	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDC42BPA	STK	AGC	DMPK	GEK	DMPK	MRCK[alpha]	Not found by Ethan	CDC42BPA	8476	CDC42 binding protein kinase alpha (DMPK-like)	MRCKa	DKFZp686L1738	DKFZp686P1738	FLJ23347	KIAA0451	MRCK	MRCKA	PK428	N/A	N/A	N/A	N/A	N/A	N/A	CDC42 binidng protein kinase beta	CDC42-binding protein kinase alpha	CDC42-binding protein kinase alpha (DMPK-like)	myotonic dystrophy kinase-related CDC42-binding protein kinase alpha	ser-thr protein kinase PK428	ser-thr protein kinase related to the myotonic dystrophy protein kinase	N/A	N/A	N/A	N/A
CDC42BPB	STK	AGC	DMPK	GEK	DMPK	MRCK[beta]	Not found by Ethan	Not found	9578	CDC42 binding protein kinase beta (DMPK-like)	MRCKb	KIAA1124	MRCKB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	CDC42-binding protein kinase beta	CDC42-binding protein kinase beta (DMPK-like)	myotonic dystrophy protein kinase-like beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDC42BPG	STK	AGC	DMPK	GEK	DMPK	N/A	Not found by Ethan	Not found	55561	CDC42 binding protein kinase gamma (DMPK-like)	DMPK2	DMPK2	HSMDPKIN	KAPPA-200	MRCKgamma	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	myotonic dystrophy protein kinase like protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DMPK	STK	AGC	DMPK	GEK	DMPK	DMPK	Not found by Ethan	DMPK	1760	dystrophia myotonica-protein kinase	DMPK1	DM	DM1	DM1PK	DMK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dystrophia myotonica 1	myotonic dystrophy protein kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N/A	N/A	AGC	DMPK	GEK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROCK1	STK	AGC	DMPK	ROCK	DMPK	ROCK1	ROCK1	ROCK1	6093	"Rho-associated, coiled-coil containing protein kinase 1"	ROCK1	MGC131603	MGC43611	P160ROCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	p160-ROCK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ROCK2	STK	AGC	DMPK	ROCK	DMPK	ROCK2	ROCK2	ROCK2	9475	"Rho-associated, coiled-coil containing protein kinase 2"	ROCK2	KIAA0619	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK1A	N/A	CMGC	DYRK	DYRK1	DYRK	DYRK1A	DYRK1A	DYRK1A	1859	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	DYRK1A	DYRK	DYRK1	HP86	MNB	MNBH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MNB protein kinase	MNB/DYRK protein kinase	dual specificity YAK1-related kinase	minibrain (Drosophila) homolog	mnb protein kinase homolog hp86	protein kinase minibrain homolog	serine/threonine kinase MNB	serine/threonine-specific protein kinase	N/A	N/A
DYRK1B	N/A	CMGC	DYRK	DYRK1	DYRK	DYRK1B	DYRK1B	DYRK1B	9149	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	DYRK1B	MIRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	minibrain-related kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK2	N/A	CMGC	DYRK	DYRK2	DYRK	DYRK2	DYRK2	DYRK2	8445	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	DYRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK3	N/A	CMGC	DYRK	DYRK2	DYRK	DYRK3	Not found by Ethan	DYRK3	8444	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	DYRK3	DYRK5	RED	REDK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 5	protein kinase Dyrk3	regulatory erythroid kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DYRK4	N/A	CMGC	DYRK	DYRK2	DYRK	DYRK4	Not found by Ethan	DYRK4	8798	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	DYRK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIPK1	N/A	CMGC	DYRK	HIPK	DYRK	HIPK1	Not found by Ethan	HIPK1	204851	homeodomain interacting protein kinase 1	HIPK1	KIAA0630	MGC26642	MGC33446	MGC33548	Myak	Nbak2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain interacting protein kinase 1-like protein	homeodomain-interacting protein kinase 1	nuclear body associated kinase 2b	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIPK2	N/A	CMGC	DYRK	HIPK	DYRK	HIPK2	HIPK2	HIPK2	28996	homeodomain interacting protein kinase 2	HIPK2	PRO0593	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain-interacting protein kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIPK3	N/A	CMGC	DYRK	HIPK	DYRK	HIPK3	Not found by Ethan	HIPK3	10114	homeodomain interacting protein kinase 3	HIPK3	DYRK6	FIST3	PKY	YAK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain-interacting protein kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIPK4	N/A	CMGC	DYRK	HIPK	DYRK	HIPK4	Not found by Ethan	HIPK4	147746	homeodomain interacting protein kinase 4	HIPK4	FLJ32818	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRPF4B	N/A	CMGC	DYRK	PRP4	DYRK	PRP4	Not found by Jake	PRPF4B	8899	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	PRP4	KIAA0536	PR4H	PRP4	PRP4H	PRP4K	dJ1013A10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000039176	dJ1013A10.1 (PRP4 protein kinase homolog)	protein-serine/threonine kinase	serine/threonine-protein kinase PRP4 homolog	serine/threonine-protein kinase PRP4K	N/A	N/A	N/A	N/A	N/A
N/A	N/A	CMGC	DYRK	PRP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EGFR	N/A	TK	EGFR	N/A	EGFR	EGFR	EGFR	EGFR	1956	"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"	EGFR	ERBB	ERBB1	mENA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	avian erythroblastic leukemia viral (v-erb-b) oncogene homolog	cell growth inhibiting protein 40	epidermal growth factor receptor	truncated epidermal growth factor receptor	N/A	N/A	N/A	N/A	N/A	N/A
ERBB2	N/A	TK	EGFR	N/A	EGFR	HER2	HER2/ERBB2	ERBB2	2064	"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"	ErbB2	HER-2	HER-2/neu	HER2	NEU	NGL	TKR1	c-erb B2	N/A	N/A	N/A	N/A	N/A	N/A	c-erb B2/neu protein	erbB-2	herstatin	neuroblastoma/glioblastoma derived oncogene homolog	tyrosine kinase-type cell surface receptor	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	N/A	N/A	N/A	N/A
ERBB3	N/A	TK	EGFR	N/A	EGFR	HER3	Not found by Jake	Not found	2065	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ErbB3	ErbB-3	HER3	MDA-BF-1	MGC88033	c-erbB-3	c-erbB3	erbB3-S	p180-ErbB3	p45-sErbB3	p85-sErbB3	N/A	N/A	N/A	erbB-3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERBB4	N/A	TK	EGFR	N/A	EGFR	HER4	Not found by Jake	ERBB4	2066	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	ErbB4	HER4	MGC138404	p180erbB4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4	receptor tyrosine-protein kinase erbB-4	tyrosine kinase-type cell surface receptor HER4	v-erb-a avian erythroblastic leukemia viral oncogene homolog-like 4	v-erb-a erythroblastic leukemia viral oncogene homolog 4	N/A	N/A	N/A	N/A	N/A
EPHA1	N/A	TK	Eph	N/A	EPH	EphA1	Not found by Jake	Not found	2041	EPH receptor A1	EphA1	EPH	EPHT	EPHT1	MGC163163	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph tyrosine kinase 1	ephrin receptor EphA1	ephrin type-A receptor 1	erythropoietin-producing hepatoma amplified sequence	oncogene EPH	tyrosine-protein kinase receptor EPH	N/A	N/A	N/A	N/A
EPHA10	N/A	TK	Eph	N/A	Not Found By Ethan	EphA10	Not found by Ethan	Not found	284656	EPH receptor A10	EphA10	FLJ16103	FLJ33655	MGC43817	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	EphA10s protein	Ephrin type-A receptor 10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHA2	N/A	TK	Eph	N/A	EPH	EphA2	EphA2/EPHA2	EPHA2	1969	EPH receptor A2	EphA2	ECK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphA2	epithelial cell receptor protein tyrosine kinase	protein tyrosine kinase	receptor protein tyrosine kinase regulated by p53 and E2F-1	N/A	N/A	N/A	N/A	N/A	N/A
EPHA3	N/A	TK	Eph	N/A	EPH	EphA3	Not found by Jake	EPHA3	2042	EPH receptor A3	EphA3	ETK	ETK1	HEK	HEK4	TYRO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TYRO4 protein tyrosine kinase	eph-like tyrosine kinase 1	ephrin receptor EphA3	human embryo kinase 1	N/A	N/A	N/A	N/A	N/A	N/A
EPHA4	N/A	TK	Eph	N/A	EPH	EphA4	Not found by Jake	EPHA4	2043	EPH receptor A4	EphA4	HEK8	SEK	TYRO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TYRO1 protein tyrosine kinase	ephrin receptor EphA4	ephrin type-A receptor 4	receptor protein-tyrosine kinase HEK8	tyrosine-protein kinase receptor SEK	N/A	N/A	N/A	N/A	N/A
EPHA5	N/A	TK	Eph	N/A	EPH	EphA5	Not found by Jake	Not found	2044	EPH receptor A5	EphA5	CEK7	EHK1	HEK7	TYRO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Eph homology kinase-1	ephrin receptor EphA5	ephrin type-A receptor 5	receptor protein-tyrosine kinase HEK7	tyrosine-protein kinase receptor EHK-1	N/A	N/A	N/A	N/A	N/A
EPHA6	N/A	TK	Eph	N/A	Not Found By Ethan	EphA6	Not found by Ethan	Not found	285220	EPH receptor A6	EphA6	DKFZp434C1418	EPA6	FLJ35246	PRO57066	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHA7	N/A	TK	Eph	N/A	EPH	EphA7	Not found by Jake	Not found	2045	EPH receptor A7	EphA7	EHK3	HEK11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Eph homology kinase-3	OTTHUMP00000040586	ephrin receptor EphA7	ephrin type-A receptor 7	receptor protein-tyrosine kinase HEK11	tyrosine-protein kinase receptor EHK-3	N/A	N/A	N/A	N/A
EPHA8	N/A	TK	Eph	N/A	EPH	EphA8	Not found by Jake	EPHA8	2046	EPH receptor A8	EphA8	EEK	HEK3	KIAA1459	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph- and elk-related tyrosine kinase	ephrin type-A receptor 8 precursor	hydroxyaryl-protein kinase	protein-tyrosine kinase	tyrosine-protein kinase receptor eek	tyrosylprotein kinase	N/A	N/A	N/A	N/A
EPHB1	N/A	TK	Eph	N/A	EPH	EphB1	Not found by Jake	EPHB1	2047	EPH receptor B1	EphB1	ELK	EPHT2	FLJ37986	Hek6	NET	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph tyrosine kinase 2	ephrin receptor EphB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHB2	N/A	TK	Eph	N/A	EPH	EphB2	Not found by Jake	EPHB2	2048	EPH receptor B2	EphB2	CAPB	DRT	EPHT3	ERK	Hek5	MGC87492	PCBC	Tyro5	N/A	N/A	N/A	N/A	N/A	developmentally-regulated eph-related tyrosine kinase	elk-related tyrosine kinase	eph tyrosine kinase 3	ephrin receptor EphB2	prostate cancer-brain cancer susceptibility	N/A	N/A	N/A	N/A	N/A
EPHB3	N/A	TK	Eph	N/A	EPH	EphB3	Not found by Jake	EPHB3	2049	EPH receptor B3	EphB3	ETK2	HEK2	TYRO6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	EPH-like tyrosine kinase-2	ephrin receptor EphB3	human embryo kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHB4	N/A	TK	Eph	N/A	EPH	EphB4	Not found by Jake	Not found	2050	EPH receptor B4	EphB4	HTK	MYK1	TYRO11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphB4	hepatoma transmembrane kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHB6	N/A	TK	Eph	N/A	Not Found By Ethan	N/A	Not found by Ethan	Not found	2051	EPH receptor B6	EphB6	HEP	MGC129910	MGC129911	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphB6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTK2	N/A	TK	FAK	N/A	FAK	FAK1	Not found by Jake	PTK2	5747	PTK2 protein tyrosine kinase 2	FAK	FADK	FAK	FAK1	pp125FAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	focal adhesion kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PTK2B	N/A	TK	FAK	N/A	FAK	FAK2	Pyk2/PTK2B	PTK2B	2185	PTK2B protein tyrosine kinase 2 beta	PYK2	CADTK	CAKB	FADK2	FAK2	PKB	PTK	PYK2	RAFTK	N/A	N/A	N/A	N/A	N/A	CAK beta	calcium-dependent tyrosine kinase	cell adhesion kinase beta	focal adhesion kinase 2	proline-rich tyrosine kinase 2	protein kinase B	protein tyrosine kinase 2 beta	related adhesion focal tyrosine kinase	N/A	N/A
FASTK	N/A	Atypical	FAST	N/A	Not Found By Ethan	N/A	Not found by Ethan	FASTK	10922	Fas-activated serine/threonine kinase	FASTK	FAST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FAST kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FER	N/A	TK	Fer	N/A	FER	Fer	Fer/FER	FER	2241	fer (fps/fes related) tyrosine kinase (phosphoprotein NCP94)	FER	TYK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FES	N/A	TK	Fer	N/A	FER	Fes	Not found by Jake	FES	2242	feline sarcoma oncogene	FES	FPS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Oncogene FES, feline sarcoma virus"	V-FES feline sarcoma viral/V-FPS fujinami avian sarcoma viral oncogene homolog	c-fes/fps protein	feline sarcoma (Snyder-Theilen) viral (v-fes)/Fujinami avian sarcoma (PRCII) viral (v-fps) oncogene homolog	proto-oncogene c-fes variant 1	proto-oncogene c-fes variant 2	proto-oncogene c-fes variant 3	proto-oncogene c-fes variant 4	N/A	N/A
N/A	N/A	TK	Fer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGFR1	N/A	TK	FGFR	N/A	FGFR	FGFR1	FGFR1	FGFR1	2260	"fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)"	FGFR1	BFGFR	CD331	CEK	FGFBR	FLG	FLT2	HBGFR	KAL2	N-SAM	N/A	N/A	N/A	N/A	FMS-like tyrosine kinase 2	basic fibroblast growth factor receptor 1	fibroblast growth factor receptor 1	fms-related tyrosine kinase-2	heparin-binding growth factor receptor	hydroxyaryl-protein kinase	N/A	N/A	N/A	N/A
FGFR2	N/A	TK	FGFR	N/A	FGFR	FGFR2	Not found by Jake	FGFR2	2263	"fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"	FGFR2	BEK	BFR-1	CD332	CEK3	CFD1	ECT1	JWS	K-SAM	KGFR	TK14	TK25	N/A	N/A	BEK fibroblast growth factor receptor	FGF receptor	bacteria-expressed kinase	fibroblast growth factor receptor 2	hydroxyaryl-protein kinase	keratinocyte growth factor receptor	"protein tyrosine kinase, receptor like 14"	N/A	N/A	N/A
FGFR3	N/A	TK	FGFR	N/A	FGFR	FGFR3	FGFR3	FGFR3	2261	"fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)"	FGFR3	ACH	CD333	CEK2	HSFGFR3EX	JTK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	fibroblast growth factor receptor 3	hydroxyaryl-protein kinase	tyrosine kinase JTK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGFR4	N/A	TK	FGFR	N/A	FGFR	FGFR4	Not found by Jake	FGFR4	2264	fibroblast growth factor receptor 4	FGFR4	CD334	JTK2	MGC20292	TKF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hydroxyaryl-protein kinase	protein-tyrosine kinase	tyrosine kinase related to fibroblast growth factor receptor	tyrosylprotein kinase	N/A	N/A	N/A	N/A	N/A	N/A
STK19	N/A	Atypical	G11	N/A	N/A	N/A	N/A	N/A	8859	serine/threonine kinase 19	G11	D6S60	D6S60E	G11	HLA-RP1	MGC117388	RP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MHC class III HLA-RP1	Nuclear serine/threonine protein kinase	OTTHUMP00000062682	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADRBK1	STK	AGC	GRK	BARK	BARK1	N/A	N/A	N/A	156	"adrenergic, beta, receptor kinase 1"	BARK1	BARK1	BETA-ARK1	GRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta adrenergic receptor kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADRBK2	STK	AGC	GRK	BARK	BARK2	N/A	N/A	N/A	157	"adrenergic, beta, receptor kinase 2"	BARK2	BARK2	GRK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta adrenergic receptor kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK1	STK	AGC	GRK	GRK	GRK	N/A	Not found by Ethan	GRK1	6011	G protein-coupled receptor kinase 1	RHOK	GPRK1	RHOK	RK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	rhodopsin kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GRK4	STK	AGC	GRK	GRK	GRK	N/A	GRK4	Not found	2868	G protein-coupled receptor kinase 4	GPRK4	GPRK2L	GPRK4	GRK4a	IT11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G protein-coupled receptor kinase 2-like (Drosophila)	G-protein coupled receptor kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
