entrez_gene_id	hgnc_id	hgnc_symbol	hgnc_name	group	family	subfamily	krsa_id	uka_id	ptmsea_id	kea3_id	full_name	previous_symbol	synonym_1	synonym_2	synonym_3	synonym_4	synonym_5	synonym_6	synonym_7	synonym_8	synonym_9	synonym_10	synonym_11	synonym_12	synonym_13	other_designation_1	other_designation_2	other_designation_3	other_designation_4	other_designation_5	other_designation_6	other_designation_7	other_designation_8	other_designation_9	other_designation_10
9475	HGNC:10252	ROCK2	Rho associated coiled-coil containing protein kinase 2	AGC	DMPK	ROCK	DMPK	ROCK2	ROCK2	ROCK2	"Rho-associated, coiled-coil containing protein kinase 2"	ROCK2	KIAA0619	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1859	HGNC:3091	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	CMGC	DYRK	DYRK1	DYRK	DYRK1A	DYRK1A	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	DYRK1A	DYRK	DYRK1	HP86	MNB	MNBH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MNB protein kinase	MNB/DYRK protein kinase	dual specificity YAK1-related kinase	minibrain (Drosophila) homolog	mnb protein kinase homolog hp86	protein kinase minibrain homolog	serine/threonine kinase MNB	serine/threonine-specific protein kinase	N/A	N/A
9149	HGNC:3092	DYRK1B	dual specificity tyrosine phosphorylation regulated kinase 1B	CMGC	DYRK	DYRK1	DYRK	DYRK1B	DYRK1B	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	DYRK1B	MIRK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	minibrain-related kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8445	HGNC:3093	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	CMGC	DYRK	DYRK2	DYRK	DYRK2	DYRK2	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	DYRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8444	HGNC:3094	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	CMGC	DYRK	DYRK2	DYRK	DYRK3	N/A	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	DYRK3	DYRK5	RED	REDK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 5	protein kinase Dyrk3	regulatory erythroid kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8798	HGNC:3095	DYRK4	dual specificity tyrosine phosphorylation regulated kinase 4	CMGC	DYRK	DYRK2	DYRK	DYRK4	N/A	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	DYRK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
204851	HGNC:19006	HIPK1	homeodomain interacting protein kinase 1	CMGC	DYRK	HIPK	DYRK	HIPK1	N/A	HIPK1	homeodomain interacting protein kinase 1	HIPK1	KIAA0630	MGC26642	MGC33446	MGC33548	Myak	Nbak2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain interacting protein kinase 1-like protein	homeodomain-interacting protein kinase 1	nuclear body associated kinase 2b	N/A	N/A	N/A	N/A	N/A	N/A	N/A
28996	HGNC:14402	HIPK2	homeodomain interacting protein kinase 2	CMGC	DYRK	HIPK	DYRK	HIPK2	HIPK2	HIPK2	homeodomain interacting protein kinase 2	HIPK2	PRO0593	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain-interacting protein kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10114	HGNC:4915	HIPK3	homeodomain interacting protein kinase 3	CMGC	DYRK	HIPK	DYRK	HIPK3	N/A	HIPK3	homeodomain interacting protein kinase 3	HIPK3	DYRK6	FIST3	PKY	YAK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	homeodomain-interacting protein kinase 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
147746	HGNC:19007	HIPK4	homeodomain interacting protein kinase 4	CMGC	DYRK	HIPK	DYRK	HIPK4	N/A	HIPK4	homeodomain interacting protein kinase 4	HIPK4	FLJ32818	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8899	HGNC:17346	PRPF4B	pre-mRNA processing factor 4B	CMGC	DYRK	PRP4	DYRK	PRP4	N/A	PRPF4B	PRP4 pre-mRNA processing factor 4 homolog B (yeast)	PRP4	KIAA0536	PR4H	PRP4	PRP4H	PRP4K	dJ1013A10.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	OTTHUMP00000039176	dJ1013A10.1 (PRP4 protein kinase homolog)	protein-serine/threonine kinase	serine/threonine-protein kinase PRP4 homolog	serine/threonine-protein kinase PRP4K	N/A	N/A	N/A	N/A	N/A
1956	HGNC:3236	EGFR	epidermal growth factor receptor	TK	EGFR	N/A	EGFR	EGFR	EGFR	EGFR	"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"	EGFR	ERBB	ERBB1	mENA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	avian erythroblastic leukemia viral (v-erb-b) oncogene homolog	cell growth inhibiting protein 40	epidermal growth factor receptor	truncated epidermal growth factor receptor	N/A	N/A	N/A	N/A	N/A	N/A
2064	HGNC:3430	ERBB2	erb-b2 receptor tyrosine kinase 2	TK	EGFR	N/A	EGFR	HER2	HER2/ERBB2	ERBB2	"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"	ErbB2	HER-2	HER-2/neu	HER2	NEU	NGL	TKR1	c-erb B2	N/A	N/A	N/A	N/A	N/A	N/A	c-erb B2/neu protein	erbB-2	herstatin	neuroblastoma/glioblastoma derived oncogene homolog	tyrosine kinase-type cell surface receptor	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2 (neuro/glioblastoma derived oncogene homolog)	N/A	N/A	N/A	N/A
2065	HGNC:3431	ERBB3	erb-b2 receptor tyrosine kinase 3	TK	EGFR	N/A	EGFR	HER3	N/A	Not found	v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian)	ErbB3	ErbB-3	HER3	MDA-BF-1	MGC88033	c-erbB-3	c-erbB3	erbB3-S	p180-ErbB3	p45-sErbB3	p85-sErbB3	N/A	N/A	N/A	erbB-3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2066	HGNC:3432	ERBB4	erb-b2 receptor tyrosine kinase 4	TK	EGFR	N/A	EGFR	HER4	N/A	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	ErbB4	HER4	MGC138404	p180erbB4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	avian erythroblastic leukemia viral (v-erb-b2) oncogene homolog 4	receptor tyrosine-protein kinase erbB-4	tyrosine kinase-type cell surface receptor HER4	v-erb-a avian erythroblastic leukemia viral oncogene homolog-like 4	v-erb-a erythroblastic leukemia viral oncogene homolog 4	N/A	N/A	N/A	N/A	N/A
2041	HGNC:3385	EPHA1	EPH receptor A1	TK	Eph	N/A	EPH	EphA1	N/A	Not found	EPH receptor A1	EphA1	EPH	EPHT	EPHT1	MGC163163	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph tyrosine kinase 1	ephrin receptor EphA1	ephrin type-A receptor 1	erythropoietin-producing hepatoma amplified sequence	oncogene EPH	tyrosine-protein kinase receptor EPH	N/A	N/A	N/A	N/A
284656	HGNC:19987	EPHA10	EPH receptor A10	TK	Eph	N/A	N/A	EphA10	N/A	Not found	EPH receptor A10	EphA10	FLJ16103	FLJ33655	MGC43817	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	EphA10s protein	Ephrin type-A receptor 10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1969	HGNC:3386	EPHA2	EPH receptor A2	TK	Eph	N/A	EPH	EphA2	EphA2/EPHA2	EPHA2	EPH receptor A2	EphA2	ECK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphA2	epithelial cell receptor protein tyrosine kinase	protein tyrosine kinase	receptor protein tyrosine kinase regulated by p53 and E2F-1	N/A	N/A	N/A	N/A	N/A	N/A
2042	HGNC:3387	EPHA3	EPH receptor A3	TK	Eph	N/A	EPH	EphA3	N/A	EPHA3	EPH receptor A3	EphA3	ETK	ETK1	HEK	HEK4	TYRO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TYRO4 protein tyrosine kinase	eph-like tyrosine kinase 1	ephrin receptor EphA3	human embryo kinase 1	N/A	N/A	N/A	N/A	N/A	N/A
2043	HGNC:3388	EPHA4	EPH receptor A4	TK	Eph	N/A	EPH	EphA4	N/A	EPHA4	EPH receptor A4	EphA4	HEK8	SEK	TYRO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TYRO1 protein tyrosine kinase	ephrin receptor EphA4	ephrin type-A receptor 4	receptor protein-tyrosine kinase HEK8	tyrosine-protein kinase receptor SEK	N/A	N/A	N/A	N/A	N/A
2044	HGNC:3389	EPHA5	EPH receptor A5	TK	Eph	N/A	EPH	EphA5	N/A	Not found	EPH receptor A5	EphA5	CEK7	EHK1	HEK7	TYRO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Eph homology kinase-1	ephrin receptor EphA5	ephrin type-A receptor 5	receptor protein-tyrosine kinase HEK7	tyrosine-protein kinase receptor EHK-1	N/A	N/A	N/A	N/A	N/A
285220	HGNC:19296	EPHA6	EPH receptor A6	TK	Eph	N/A	EPH	EphA6	N/A	Not found	EPH receptor A6	EphA6	DKFZp434C1418	EPA6	FLJ35246	PRO57066	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2045	HGNC:3390	EPHA7	EPH receptor A7	TK	Eph	N/A	EPH	EphA7	N/A	Not found	EPH receptor A7	EphA7	EHK3	HEK11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Eph homology kinase-3	OTTHUMP00000040586	ephrin receptor EphA7	ephrin type-A receptor 7	receptor protein-tyrosine kinase HEK11	tyrosine-protein kinase receptor EHK-3	N/A	N/A	N/A	N/A
2046	HGNC:3391	EPHA8	EPH receptor A8	TK	Eph	N/A	EPH	EphA8	N/A	EPHA8	EPH receptor A8	EphA8	EEK	HEK3	KIAA1459	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph- and elk-related tyrosine kinase	ephrin type-A receptor 8 precursor	hydroxyaryl-protein kinase	protein-tyrosine kinase	tyrosine-protein kinase receptor eek	tyrosylprotein kinase	N/A	N/A	N/A	N/A
2047	HGNC:3392	EPHB1	EPH receptor B1	TK	Eph	N/A	EPH	EphB1	N/A	EPHB1	EPH receptor B1	EphB1	ELK	EPHT2	FLJ37986	Hek6	NET	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	eph tyrosine kinase 2	ephrin receptor EphB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2048	HGNC:3393	EPHB2	EPH receptor B2	TK	Eph	N/A	EPH	EphB2	N/A	EPHB2	EPH receptor B2	EphB2	CAPB	DRT	EPHT3	ERK	Hek5	MGC87492	PCBC	Tyro5	N/A	N/A	N/A	N/A	N/A	developmentally-regulated eph-related tyrosine kinase	elk-related tyrosine kinase	eph tyrosine kinase 3	ephrin receptor EphB2	prostate cancer-brain cancer susceptibility	N/A	N/A	N/A	N/A	N/A
2049	HGNC:3394	EPHB3	EPH receptor B3	TK	Eph	N/A	EPH	EphB3	N/A	EPHB3	EPH receptor B3	EphB3	ETK2	HEK2	TYRO6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	EPH-like tyrosine kinase-2	ephrin receptor EphB3	human embryo kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2050	HGNC:3395	EPHB4	EPH receptor B4	TK	Eph	N/A	EPH	EphB4	N/A	Not found	EPH receptor B4	EphB4	HTK	MYK1	TYRO11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphB4	hepatoma transmembrane kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2051	HGNC:3396	EPHB6	EPH receptor B6	TK	Eph	N/A	N/A	N/A	N/A	Not found	EPH receptor B6	EphB6	HEP	MGC129910	MGC129911	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ephrin receptor EphB6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5747	HGNC:9611	PTK2	protein tyrosine kinase 2	TK	FAK	N/A	FAK	FAK1	N/A	PTK2	PTK2 protein tyrosine kinase 2	FAK	FADK	FAK	FAK1	pp125FAK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	focal adhesion kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2185	HGNC:9612	PTK2B	protein tyrosine kinase 2 beta	TK	FAK	N/A	FAK	FAK2	Pyk2/PTK2B	PTK2B	PTK2B protein tyrosine kinase 2 beta	PYK2	CADTK	CAKB	FADK2	FAK2	PKB	PTK	PYK2	RAFTK	N/A	N/A	N/A	N/A	N/A	CAK beta	calcium-dependent tyrosine kinase	cell adhesion kinase beta	focal adhesion kinase 2	proline-rich tyrosine kinase 2	protein kinase B	protein tyrosine kinase 2 beta	related adhesion focal tyrosine kinase	N/A	N/A
10922	HGNC:24676	FASTK	Fas activated serine/threonine kinase	Atypical	FAST	N/A	N/A	N/A	N/A	FASTK	Fas-activated serine/threonine kinase	FASTK	FAST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	FAST kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2241	HGNC:3655	FER	FER tyrosine kinase	TK	Fer	N/A	FER	Fer	Fer/FER	FER	fer (fps/fes related) tyrosine kinase (phosphoprotein NCP94)	FER	TYK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2242	HGNC:3657	FES	"FES proto-oncogene, tyrosine kinase"	TK	Fer	N/A	FER	Fes	N/A	FES	feline sarcoma oncogene	FES	FPS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Oncogene FES, feline sarcoma virus"	V-FES feline sarcoma viral/V-FPS fujinami avian sarcoma viral oncogene homolog	c-fes/fps protein	feline sarcoma (Snyder-Theilen) viral (v-fes)/Fujinami avian sarcoma (PRCII) viral (v-fps) oncogene homolog	proto-oncogene c-fes variant 1	proto-oncogene c-fes variant 2	proto-oncogene c-fes variant 3	proto-oncogene c-fes variant 4	N/A	N/A
2260	HGNC:3688	FGFR1	fibroblast growth factor receptor 1	TK	FGFR	N/A	FGFR	FGFR1	FGFR1	FGFR1	"fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)"	FGFR1	BFGFR	CD331	CEK	FGFBR	FLG	FLT2	HBGFR	KAL2	N-SAM	N/A	N/A	N/A	N/A	FMS-like tyrosine kinase 2	basic fibroblast growth factor receptor 1	fibroblast growth factor receptor 1	fms-related tyrosine kinase-2	heparin-binding growth factor receptor	hydroxyaryl-protein kinase	N/A	N/A	N/A	N/A
2263	HGNC:3689	FGFR2	fibroblast growth factor receptor 2	TK	FGFR	N/A	FGFR	FGFR2	N/A	FGFR2	"fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)"	FGFR2	BEK	BFR-1	CD332	CEK3	CFD1	ECT1	JWS	K-SAM	KGFR	TK14	TK25	N/A	N/A	BEK fibroblast growth factor receptor	FGF receptor	bacteria-expressed kinase	fibroblast growth factor receptor 2	hydroxyaryl-protein kinase	keratinocyte growth factor receptor	"protein tyrosine kinase, receptor like 14"	N/A	N/A	N/A
2261	HGNC:3690	FGFR3	fibroblast growth factor receptor 3	TK	FGFR	N/A	FGFR	FGFR3	FGFR3	FGFR3	"fibroblast growth factor receptor 3 (achondroplasia, thanatophoric dwarfism)"	FGFR3	ACH	CD333	CEK2	HSFGFR3EX	JTK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	fibroblast growth factor receptor 3	hydroxyaryl-protein kinase	tyrosine kinase JTK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2264	HGNC:3691	FGFR4	fibroblast growth factor receptor 4	TK	FGFR	N/A	FGFR	FGFR4	N/A	FGFR4	fibroblast growth factor receptor 4	FGFR4	CD334	JTK2	MGC20292	TKF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	hydroxyaryl-protein kinase	protein-tyrosine kinase	tyrosine kinase related to fibroblast growth factor receptor	tyrosylprotein kinase	N/A	N/A	N/A	N/A	N/A	N/A
8859	HGNC:11398	STK19	serine/threonine kinase 19	Atypical	G11	N/A	N/A	N/A	N/A	N/A	serine/threonine kinase 19	G11	D6S60	D6S60E	G11	HLA-RP1	MGC117388	RP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	MHC class III HLA-RP1	Nuclear serine/threonine protein kinase	OTTHUMP00000062682	N/A	N/A	N/A	N/A	N/A	N/A	N/A
6011	HGNC:10013	GRK1	G protein-coupled receptor kinase 1	AGC	GRK	GRK	GRK	N/A	N/A	GRK1	G protein-coupled receptor kinase 1	RHOK	GPRK1	RHOK	RK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	rhodopsin kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
156	HGNC:289	GRK2	G protein-coupled receptor kinase 2	AGC	GRK	BARK	BARK1	BARK1/GRK2	GRK2	GRK2	"adrenergic, beta, receptor kinase 1"	BARK1	BARK1	BETA-ARK1	GRK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta adrenergic receptor kinase 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
157	HGNC:290	GRK3	G protein-coupled receptor kinase 3	AGC	GRK	BARK	BARK2	BARK2/GRK3	GRK3	GRK3	"adrenergic, beta, receptor kinase 2"	BARK2	BARK2	GRK3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	beta adrenergic receptor kinase 2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2868	HGNC:4543	GRK4	G protein-coupled receptor kinase 4	AGC	GRK	GRK	GRK	N/A	GRK4	Not found	G protein-coupled receptor kinase 4	GPRK4	GPRK2L	GPRK4	GRK4a	IT11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G protein-coupled receptor kinase 2-like (Drosophila)	G-protein coupled receptor kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2869	HGNC:4544	GRK5	G protein-coupled receptor kinase 5	AGC	GRK	GRK	GRK	N/A	GRK5	GRK5	G protein-coupled receptor kinase 5	GPRK5	GPRK5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2870	HGNC:4545	GRK6	G protein-coupled receptor kinase 6	AGC	GRK	GRK	GRK	N/A	GRK6	GRK6	G protein-coupled receptor kinase 6	GPRK6	FLJ32135	GPRK6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
131890	HGNC:17031	GRK7	G protein-coupled receptor kinase 7	AGC	GRK	GRK	GRK	N/A	N/A	Not found	G protein-coupled receptor kinase 7	GPRK7	GPRK7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	G-protein-coupled receptor kinase 7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2931	HGNC:4616	GSK3A	glycogen synthase kinase 3 alpha	CMGC	GSK	N/A	GSK	GSK3[alpha]	GSK3A	GSK3A	glycogen synthase kinase 3 alpha	GSK3A	DKFZp686D0638	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2932	HGNC:4617	GSK3B	glycogen synthase kinase 3 beta	CMGC	GSK	N/A	GSK	GSK3[beta]	GSK3B	GSK3B	glycogen synthase kinase 3 beta	GSK3B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
26353	HGNC:30171	HSPB8	heat shock protein family B (small) member 8	Atypical	H11	N/A	N/A	N/A	N/A	N/A	heat shock 22kDa protein 8	H11	CMT2L	DHMN2	E2IG1	H11	HMN2	HSP22	N/A	N/A	N/A	N/A	N/A	N/A	N/A	"Charcot-Marie-Tooth disease, axonal, type 2L"	"Charcot-Marie-Tooth disease, spinal"	heat shock 27kDa protein 8	"hereditary motor neuropathy, distal"	protein kinase H11	small stress protein-like protein HSP22	"spinal muscular atrophy, distal, adult, autosomal dominant"	N/A	N/A	N/A
83903	HGNC:19682	HASPIN	histone H3 associated protein kinase	Other	Haspin	N/A	N/A	Haspin	N/A	HASPIN	germ cell associated 2 (haspin)	Haspin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	germ cell-specific gene 2	haploid germ cell-specific nuclear protein kinase	haspin	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1147	HGNC:1974	CHUK	component of inhibitor of nuclear factor kappa B kinase complex	Other	IKK	N/A	IKK	IKK[alpha]	IKKA/CHUK	CHUK	conserved helix-loop-helix ubiquitous kinase	IKKa	IKBKA	IKK-alpha	IKK1	IKKA	NFKBIKA	TCF16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	I-kappa-B kinase 1	I-kappa-B kinase-alpha	IKK-a kinase	IkB kinase alpha subunit	Nuclear factor NFkappaB inhibitor kinase alpha	conserved helix-loop ubiquitous kinase	N/A	N/A	N/A	N/A
3551	HGNC:5960	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta	Other	IKK	N/A	IKK	IKK[beta]	IKKB/IKBKB	IKBKB	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta"	IKKb	FLJ40509	IKK-beta	IKK2	IKKB	MGC131801	NFKBIKB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	inhibitor of nuclear factor kappa B kinase beta subunit	nuclear factor NF-kappa-B inhibitor kinase beta	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9641	HGNC:14552	IKBKE	inhibitor of nuclear factor kappa B kinase subunit epsilon	Other	IKK	N/A	IKK	IKK[epsilon]	IKKE/IKBKE	IKBKE	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"	IKKe	IKK-i	IKKE	IKKI	KIAA0151	MGC125294	MGC125295	MGC125297	N/A	N/A	N/A	N/A	N/A	N/A	IKK-related kinase epsilon	inducible IkappaB kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
29110	HGNC:11584	TBK1	TANK binding kinase 1	Other	IKK	N/A	IKK	TBK1	TBK1	TBK1	TANK-binding kinase 1	TBK1	FLJ11330	NAK	T2K	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	NF-kB-activating kinase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3480	HGNC:5465	IGF1R	insulin like growth factor 1 receptor	TK	InsR	N/A	INSR	IGF1R	IGF1R	IGF1R	insulin-like growth factor 1 receptor	IGF1R	CD221	IGFIR	JTK13	MGC142170	MGC142172	MGC18216	N/A	N/A	N/A	N/A	N/A	N/A	N/A	clone 1900 unknown protein	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3643	HGNC:6091	INSR	insulin receptor	TK	InsR	N/A	INSR	InSR	INSR	INSR	insulin receptor	INSR	CD220	HHF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3645	HGNC:6093	INSRR	insulin receptor related receptor	TK	InsR	N/A	INSR	IRR	N/A	Not found	insulin receptor-related receptor	IRR	IRR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IR-related receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3654	HGNC:6112	IRAK1	interleukin 1 receptor associated kinase 1	TKL	IRAK	N/A	IRAK	IRAK1	IRAK1	IRAK1	interleukin-1 receptor-associated kinase 1	IRAK1	IRAK	pelle	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Pelle (Drosophila) homolog	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3656	HGNC:6113	IRAK2	interleukin 1 receptor associated kinase 2	TKL	IRAK	N/A	IRAK	IRAK2	N/A	Not found	interleukin-1 receptor-associated kinase 2	IRAK2	IRAK-2	MGC150550	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	interleukin-1 receptor associated kinase-2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
11213	HGNC:17020	IRAK3	interleukin 1 receptor associated kinase 3	TKL	IRAK	N/A	IRAK	IRAK3	N/A	IRAK3	interleukin-1 receptor-associated kinase 3	IRAK3	IRAK-M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	interleukin-1 receptor-associated kinase M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
51135	HGNC:17967	IRAK4	interleukin 1 receptor associated kinase 4	TKL	IRAK	N/A	IRAK	IRAK4	IRAK4	IRAK4	interleukin-1 receptor-associated kinase 4	IRAK4	NY-REN-64	REN64	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	IRAK-4 mutated form 1	interleukin-1 receptor associated kinase 4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2081	HGNC:3449	ERN1	endoplasmic reticulum to nucleus signaling 1	Other	IRE	N/A	N/A	N/A	N/A	Not found	endoplasmic reticulum to nucleus signalling 1	IRE1	FLJ30999	IRE1	IRE1P	MGC163277	MGC163279	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	ER to nucleus signalling 1	inositol-requiring 1	protein kinase/endoribonuclease	N/A	N/A	N/A	N/A	N/A	N/A	N/A
